date,PSP,DSP,DSP_like,ASP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,sun [h],air temp,wind strength,precipitation,Chl-a,salinity,T,SECCHI,NH4-N,NO2-N,NO3-N,PO4-P,SiO3-Si,O2,pH,Soca,lipophylic_toxins
October,30.0,130.0,0.0,19333.0,40.0,60.0,30.0,0.0,0.0,184.40000000000003,16.50476190476191,3.9476190476190474,32.8,0.47,35.77,25.94,?,0.180000007152557,0.0199999995529652,0.0900000035762787,0.0500000007450581,7.46000003814697,219.729995727539,8.22999954223633,969.0269999999999,poz
October,10.0,30.0,20.0,50667.0,20.0,0.0,10.0,0.0,0.0,184.40000000000003,16.50476190476191,3.9476190476190474,32.8,?,35.85,25.98,?,?,?,?,?,?,211.37963729425775,8.20327662928955,969.0269999999999,poz
October,50.0,420.0,0.0,448000.0,40.0,100.0,120.0,0.0,90.0,130.0,11.614285714285714,3.776190476190476,132.2,?,36.55,19.54,?,?,?,?,?,?,221.85227691656743,?,3625.5580000000004,poz
October,135.0,150.0,0.0,478000.0,0.0,40.0,20.0,0.0,90.0,130.0,11.614285714285714,3.776190476190476,132.2,0.47,36.55,20.41,11.0,0.819999992847443,0.109999999403954,1.62000000476837,0.0500000007450581,5.26999998092651,220.169998168945,8.18000030517578,3625.5580000000004,?
October,20.0,200.0,0.0,440000.0,20.0,50.0,20.0,0.0,70.0,130.0,11.614285714285714,3.776190476190476,132.2,?,35.9500007629395,22.3799991607666,?,0.610000014305115,0.0599999986588955,4.61999988555908,0.0299999993294477,7.15000009536743,157.649993896484,8.19999980926514,3625.5580000000004,poz
November,80.0,120.0,0.0,270400.0,0.0,10.0,10.0,0.0,50.0,99.60000000000001,11.157142857142857,3.1142857142857148,53.1,?,?,?,?,?,?,?,?,?,?,?,3588.8599999999997,neg
November,70.0,60.0,0.0,238400.0,0.0,0.0,10.0,0.0,30.0,99.60000000000001,11.157142857142857,3.1142857142857148,53.1,?,?,?,?,?,?,?,?,?,?,?,3588.8599999999997,?
November,20.0,150.0,0.0,310400.0,0.0,40.0,20.0,0.0,60.0,99.60000000000001,11.157142857142857,3.1142857142857148,53.1,?,37.0999984741211,18.1100006103516,7.0,0.439999997615814,0.0799999982118607,1.17999994754791,0.0399999991059303,2.97000002861023,167.029998779297,8.25,3588.8599999999997,poz
November,30.0,120.0,0.0,338000.0,0.0,10.0,20.0,0.0,40.0,151.29999999999998,6.676190476190476,3.500000000000001,0.0,?,36.97,15.24,?,?,?,?,?,?,249.74730112187493,8.23424411408338,1089.148,neg
November,60.0,190.0,0.0,295200.0,30.0,20.0,30.0,0.0,60.0,151.29999999999998,6.676190476190476,3.500000000000001,0.0,1.26,37.11,15.38,6.0,0.379999995231628,0.330000013113022,1.24000000953674,0.00999999977648258,8.60000038146973,246.520004272461,8.22999954223633,1089.148,?
November,30.0,40.0,0.0,264000.0,0.0,0.0,10.0,0.0,30.0,151.29999999999998,6.676190476190476,3.500000000000001,0.0,?,36.3899993896484,16.7900009155273,7.0,0.150000005960464,0.0900000035762787,0.920000016689301,0.100000001490116,2.33999991416931,183.110000610352,8.26000022888184,1089.148,poz
December,0.0,50.0,0.0,13000.0,0.0,0.0,10.0,0.0,40.0,78.89999999999999,8.566666666666666,2.804761904761904,23.2,1.58,36.98,15.91,5.0,0.259999990463257,0.159999996423721,1.95000004768372,0.0500000007450581,5.53000020980835,244.740005493164,8.21000003814697,1701.0539999999999,neg
December,0.0,50.0,0.0,10875.0,0.0,0.0,10.0,0.0,40.0,78.89999999999999,8.566666666666666,2.804761904761904,23.2,1.26,37.11,15.38,6.0,0.379999995231628,0.330000013113022,1.24000000953674,0.00999999977648258,8.60000038146973,246.520004272461,8.22999954223633,1701.0539999999999,?
December,10.0,60.0,0.0,16625.0,0.0,0.0,20.0,0.0,40.0,78.89999999999999,8.566666666666666,2.804761904761904,23.2,?,36.97,15.24,?,?,?,?,?,?,249.74730112187493,8.23424411408338,1701.0539999999999,neg
January,20.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,99.2,4.061904761904762,3.4285714285714293,23.3,?,37.7700004577637,11.9799995422363,5.0,0.00999999977648258,1.37999999523163,3.84999990463257,0.0900000035762787,5.55999994277954,183.550003051758,8.1899995803833,1679.616,neg
January,20.0,10.0,0.0,1467.0,0.0,0.0,0.0,0.0,10.0,99.2,4.061904761904762,3.4285714285714293,23.3,?,?,?,?,?,?,?,?,?,?,?,1679.616,neg
January,0.0,20.0,0.0,133.0,0.0,0.0,20.0,0.0,0.0,99.2,4.061904761904762,3.4285714285714293,23.3,?,?,?,?,?,?,?,?,?,?,?,1679.616,neg
February,0.0,0.0,0.0,3333.0,0.0,0.0,0.0,0.0,0.0,95.19999999999999,-0.823809523809524,5.257142857142857,0.0,?,37.91,9.05,?,?,?,?,?,?,277.98789052415685,?,541.0089999999999,neg
February,10.0,10.0,0.0,1067.0,0.0,0.0,10.0,0.0,0.0,95.19999999999999,-0.823809523809524,5.257142857142857,0.0,0.64,38.17,10.62,5.0,0.310000002384186,1.02999997138977,1.32000005245209,0.100000001490116,7.05000019073486,269.299987792969,8.22999954223633,541.0089999999999,neg
February,40.0,20.0,0.0,4800.0,0.0,0.0,10.0,0.0,10.0,95.19999999999999,-0.823809523809524,5.257142857142857,0.0,0.48,37.9,10.05,5.0,0.560000002384186,1.85000002384186,4.59999990463257,0.170000001788139,6.94000005722046,271.089996337891,8.19999980926514,541.0089999999999,neg
March,50.0,10.0,0.0,736667.0,0.0,0.0,10.0,0.0,0.0,182.59999999999997,7.000000000000002,3.238095238095238,0.2,0.48,38.35,6.89,6.0,0.25,0.439999997615814,2.04999995231628,0.0500000007450581,3.39000010490417,304.579986572266,8.22999954223633,555.358,neg
March,20.0,0.0,0.0,172000.0,0.0,0.0,0.0,0.0,0.0,182.59999999999997,7.000000000000002,3.238095238095238,0.2,0.72,38.16,6.24,?,0.449999988079071,0.600000023841858,2.75999999046326,0.0900000035762787,5.0,310.390014648438,8.21000003814697,555.358,neg
March,20.0,10.0,0.0,471600.0,0.0,0.0,10.0,0.0,0.0,182.59999999999997,7.000000000000002,3.238095238095238,0.2,0.43,38.36,6.54,6.0,0.109999999403954,0.469999998807907,2.04999995231628,0.0500000007450581,4.44000005722046,309.489990234375,8.26000022888184,555.358,neg
April,10.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,142.6,11.657142857142855,3.261904761904762,10.899999999999999,?,38.2700004577637,7.76000022888184,19.0,0.490000009536743,0.209999993443489,1.4099999666214,0.00999999977648258,9.5600004196167,218.610000610352,8.19999980926514,2234.711,neg
April,40.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,142.6,11.657142857142855,3.261904761904762,10.899999999999999,?,38.22,8.43,?,?,?,?,?,?,308.04681994790474,?,2234.711,neg
April,20.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.0,142.6,11.657142857142855,3.261904761904762,10.899999999999999,0.31,38.17,8.63,14.0,0.439999997615814,0.100000001490116,0.629999995231628,0.0299999993294477,0.790000021457672,311.279998779297,8.23999977111816,2234.711,neg
April,90.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,127.1,12.03809523809524,3.461904761904761,49.8,0.19,36.95,11.79,8.0,0.340000003576279,0.379999995231628,7.32000017166138,0.0500000007450581,2.54999995231628,269.75,8.23999977111816,4306.185,neg
April,120.0,0.0,10.0,267.0,0.0,0.0,0.0,0.0,0.0,127.1,12.03809523809524,3.461904761904761,49.8,0.19,37.83,11.56,8.0,0.310000002384186,0.119999997317791,2.52999997138977,0.0500000007450581,1.16999995708466,273.769989013672,8.23999977111816,4306.185,neg
April,40.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,127.1,12.03809523809524,3.461904761904761,49.8,?,37.62,11.8,?,?,?,?,?,?,267.83512813874063,?,4306.185,neg
May,210.0,10.0,0.0,1200.0,0.0,0.0,10.0,0.0,0.0,217.4,16.547619047619044,3.3285714285714283,59.900000000000006,?,?,?,?,?,?,?,?,?,?,?,2997.2520000000004,neg
May,20.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.0,217.4,16.547619047619044,3.3285714285714283,59.900000000000006,?,?,?,?,?,?,?,?,?,?,?,2997.2520000000004,neg
May,260.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,217.4,16.547619047619044,3.3285714285714283,59.900000000000006,?,37.48,12.69,?,0.540000021457672,0.140000000596046,2.71000003814697,0.0599999986588955,5.96000003814697,188.270004272461,8.21000003814697,2997.2520000000004,neg
May,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,205.1,16.442857142857147,3.0714285714285716,92.6,?,38.17,12.99,?,?,?,?,?,?,262.72866497466026,8.168549819108975,1906.8639999999994,neg
May,190.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,205.1,16.442857142857147,3.0714285714285716,92.6,?,36.6599998474121,16.8999996185303,7.0,0.46000000834465,0.119999997317791,1.70000004768372,0.0399999991059303,9.03999996185303,177.639999389648,8.19999980926514,1906.8639999999994,neg
May,20.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,205.1,16.442857142857147,3.0714285714285716,92.6,0.61,37.47,14.35,8.0,0.620000004768372,0.0299999993294477,1.02999997138977,0.0399999991059303,3.69000005722046,259.920013427734,8.23999977111816,1906.8639999999994,neg
June,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,192.3,19.97142857142857,2.795238095238095,36.5,0.43,37.88,13.6,7.0,0.689999997615814,0.0199999995529652,0.560000002384186,0.0399999991059303,4.03000020980835,263.049987792969,8.22000026702881,2328.515,neg
June,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,192.3,19.97142857142857,2.795238095238095,36.5,0.61,37.47,14.35,8.0,0.620000004768372,0.0299999993294477,1.02999997138977,0.0399999991059303,3.69000005722046,259.920013427734,8.23999977111816,2328.515,neg
June,30.0,30.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,192.3,19.97142857142857,2.795238095238095,36.5,?,38.17,12.99,?,?,?,?,?,?,262.72866497466026,8.168549819108975,2328.515,neg
June,80.0,30.0,190.0,0.0,0.0,0.0,20.0,10.0,0.0,235.79999999999995,22.990476190476187,2.7857142857142856,33.4,?,35.35,21.68,?,?,?,?,?,?,222.09554607161706,?,2537.74,neg
June,40.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,235.79999999999995,22.990476190476187,2.7857142857142856,33.4,?,35.1100006103516,21.0300006866455,13.0,1.13999998569489,0.150000005960464,8.76000022888184,0.0399999991059303,8.21000003814697,161.690002441406,8.22000026702881,2537.74,neg
June,140.0,60.0,10.0,0.0,20.0,0.0,20.0,0.0,0.0,235.79999999999995,22.990476190476187,2.7857142857142856,33.4,0.71,35.18,21.87,7.0,0.699999988079071,0.209999993443489,2.59999990463257,0.0500000007450581,4.07000017166138,226.869995117188,8.25,2537.74,neg
July,10.0,160.0,60.0,400.0,60.0,0.0,40.0,60.0,0.0,277.79999999999995,24.780952380952385,2.5714285714285716,5.3999999999999995,0.71,35.18,21.87,7.0,0.699999988079071,0.209999993443489,2.59999990463257,0.0500000007450581,4.07000017166138,226.869995117188,8.25,1604.8839999999996,neg
July,20.0,320.0,200.0,533.0,0.0,0.0,0.0,320.0,0.0,277.79999999999995,24.780952380952385,2.5714285714285716,5.3999999999999995,?,35.35,21.68,?,?,?,?,?,?,222.09554607161706,?,1604.8839999999996,neg
July,10.0,460.0,50.0,0.0,0.0,0.0,0.0,460.0,0.0,277.79999999999995,24.780952380952385,2.5714285714285716,5.3999999999999995,?,35.1100006103516,21.0300006866455,13.0,1.13999998569489,0.150000005960464,8.76000022888184,0.0399999991059303,8.21000003814697,161.690002441406,8.22000026702881,1604.8839999999996,neg
July,10.0,50.0,30.0,1467.0,0.0,0.0,40.0,0.0,0.0,268.3,25.58095238095238,2.8809523809523805,6.8999999999999995,?,?,?,?,?,?,?,?,?,?,?,1373.8270000000005,neg
July,20.0,120.0,20.0,533.0,40.0,0.0,50.0,30.0,0.0,268.3,25.58095238095238,2.8809523809523805,6.8999999999999995,?,35.47,21.95,?,0.100000001490116,0.0599999986588955,1.17999994754791,0.0399999991059303,8.1899995803833,253.320007324219,8.27000045776367,1373.8270000000005,neg
July,20.0,210.0,60.0,1867.0,130.0,0.0,70.0,10.0,0.0,268.3,25.58095238095238,2.8809523809523805,6.8999999999999995,?,?,?,?,?,?,?,?,?,?,?,1373.8270000000005,neg
July,10.0,90.0,20.0,3500.0,70.0,0.0,10.0,10.0,0.0,241.40000000000003,25.16666666666667,3.395238095238095,0.0,?,36.64,24.57,?,?,?,?,?,?,224.59785551547645,?,1619.4899999999998,neg
July,10.0,80.0,0.0,1467.0,60.0,0.0,10.0,10.0,0.0,241.40000000000003,25.16666666666667,3.395238095238095,0.0,?,34.6599998474121,27.6200008392334,15.0,1.14999997615814,0.0700000002980232,1.44000005722046,0.0700000002980232,8.65999984741211,203.910003662109,8.22999954223633,1619.4899999999998,neg
July,120.0,80.0,10.0,5500.0,50.0,0.0,20.0,0.0,0.0,241.40000000000003,25.16666666666667,3.395238095238095,0.0,0.33,36.56,24.93,10.0,0.560000002384186,0.0799999982118607,0.0199999995529652,0.0599999986588955,2.15000009536743,215.710006713867,8.22999954223633,1619.4899999999998,neg
August,10.0,120.0,0.0,3500.0,110.0,0.0,10.0,0.0,0.0,240.09999999999997,25.633333333333336,3.3047619047619046,0.0,0.33,36.56,24.93,10.0,0.560000002384186,0.0799999982118607,0.0199999995529652,0.0599999986588955,2.15000009536743,215.710006713867,8.22999954223633,1030.808,neg
August,0.0,30.0,10.0,1750.0,20.0,0.0,10.0,0.0,0.0,240.09999999999997,25.633333333333336,3.3047619047619046,0.0,0.26,36.59,24.96,9.0,1.94000005722046,0.0500000007450581,0.0199999995529652,0.0599999986588955,2.8199999332428,214.369995117188,8.22000026702881,1030.808,neg
August,135.0,20.0,0.0,250.0,10.0,0.0,10.0,0.0,0.0,240.09999999999997,25.633333333333336,3.3047619047619046,0.0,?,36.64,24.57,?,?,?,?,?,?,224.59785551547645,?,1030.808,neg
August,0.0,20.0,10.0,1500.0,20.0,0.0,0.0,0.0,0.0,257.7,25.34285714285715,2.923809523809524,0.0,?,37.0299987792969,25.6499996185303,12.0,1.39999997615814,0.0299999993294477,0.490000009536743,0.0299999993294477,1.39999997615814,207.350006103516,8.1899995803833,555.181,neg
August,10.0,30.0,20.0,1300.0,20.0,0.0,10.0,0.0,0.0,257.7,25.34285714285715,2.923809523809524,0.0,?,?,?,?,?,?,?,?,?,?,?,555.181,neg
August,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,257.7,25.34285714285715,2.923809523809524,0.0,?,?,?,?,?,?,?,?,?,?,?,555.181,neg
August,0.0,60.0,40.0,0.0,10.0,10.0,40.0,0.0,0.0,244.29999999999995,24.190476190476193,2.8904761904761904,28.5,?,37.14,26.4,?,?,?,?,?,?,196.27342798679254,8.2003729422686,512.8099999999998,neg
August,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,244.29999999999995,24.190476190476193,2.8904761904761904,28.5,?,37.0299987792969,25.6499996185303,12.0,1.39999997615814,0.0299999993294477,0.490000009536743,0.0299999993294477,1.39999997615814,207.350006103516,8.1899995803833,512.8099999999998,neg
August,20.0,40.0,0.0,800.0,30.0,0.0,0.0,0.0,0.0,244.29999999999995,24.190476190476193,2.8904761904761904,28.5,0.28,37.28,26.55,?,0.150000005960464,0.0199999995529652,0.660000026226044,0.170000001788139,2.45000004768372,205.440002441406,8.19999980926514,512.8099999999998,neg
September,10.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,177.19999999999996,22.719047619047622,2.8095238095238093,45.8,?,37.14,26.4,?,?,?,?,?,?,196.27342798679254,8.2003729422686,564.794,neg
September,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.19999999999996,22.719047619047622,2.8095238095238093,45.8,?,37.0699996948242,26.2299995422363,12.0,0.519999980926514,0.0199999995529652,0.0399999991059303,0.0299999993294477,6.6100001335144,201.410003662109,8.11999988555908,564.794,neg
September,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,177.19999999999996,22.719047619047622,2.8095238095238093,45.8,0.28,37.28,26.55,?,0.150000005960464,0.0199999995529652,0.660000026226044,0.170000001788139,2.45000004768372,205.440002441406,8.19999980926514,564.794,neg
September,0.0,30.0,0.0,8300.0,0.0,10.0,10.0,0.0,0.0,153.0,19.738095238095244,3.2190476190476187,78.9,0.26,37.1,26.37,12.0,0.0500000007450581,0.0299999993294477,1.08000004291534,0.0599999986588955,6.63000011444092,204.100006103516,8.1899995803833,832.8679999999999,neg
September,20.0,20.0,30.0,41400.0,0.0,20.0,0.0,0.0,0.0,153.0,19.738095238095244,3.2190476190476187,78.9,?,37.14,26.4,?,?,?,?,?,?,196.27342798679254,8.2003729422686,832.8679999999999,neg
September,40.0,40.0,30.0,1100.0,0.0,10.0,10.0,0.0,0.0,153.0,19.738095238095244,3.2190476190476187,78.9,0.28,37.28,26.55,?,0.150000005960464,0.0199999995529652,0.660000026226044,0.170000001788139,2.45000004768372,205.440002441406,8.19999980926514,832.8679999999999,neg
October,10.0,50.0,70.0,3900.0,0.0,10.0,30.0,0.0,0.0,126.09999999999998,18.604761904761908,3.3285714285714287,87.19999999999999,?,37.2400016784668,24.4599990844727,18.0,0.839999973773956,0.0199999995529652,0.680000007152557,0.0500000007450581,4.82000017166138,205.160003662109,8.19999980926514,1631.236,neg
October,20.0,10.0,20.0,3500.0,0.0,10.0,0.0,0.0,0.0,126.09999999999998,18.604761904761908,3.3285714285714287,87.19999999999999,0.26,37.36,24.28,?,0.430000007152557,0.0399999991059303,0.209999993443489,0.140000000596046,2.92000007629395,208.119995117188,8.21000003814697,1631.236,neg
October,40.0,20.0,70.0,8000.0,0.0,10.0,0.0,0.0,0.0,126.09999999999998,18.604761904761908,3.3285714285714287,87.19999999999999,?,37.24,24.63,?,?,?,?,?,?,201.59842919117065,8.206761702950882,1631.236,neg
October,0.0,50.0,20.0,2800.0,0.0,0.0,50.0,0.0,0.0,114.0,18.366666666666664,3.0476190476190474,50.10000000000001,0.26,37.36,24.28,?,0.430000007152557,0.0399999991059303,0.209999993443489,0.140000000596046,2.92000007629395,208.119995117188,8.21000003814697,1618.3010000000002,neg
October,10.0,50.0,10.0,95400.0,10.0,0.0,30.0,10.0,0.0,114.0,18.366666666666664,3.0476190476190474,50.10000000000001,?,37.24,24.63,?,?,?,?,?,?,201.59842919117065,8.206761702950882,1618.3010000000002,neg
October,40.0,60.0,20.0,87600.0,0.0,0.0,50.0,0.0,0.0,114.0,18.366666666666664,3.0476190476190474,50.10000000000001,?,37.2400016784668,24.4599990844727,18.0,0.839999973773956,0.0199999995529652,0.680000007152557,0.0500000007450581,4.82000017166138,205.160003662109,8.19999980926514,1618.3010000000002,neg
October,10.0,120.0,20.0,11400.0,10.0,50.0,20.0,0.0,10.0,116.0,15.457142857142856,3.0095238095238095,31.400000000000002,0.83,37.72,20.94,5.0,1.25,0.340000003576279,0.280000001192093,0.0900000035762787,10.9700002670288,193.380004882813,8.17000007629395,1947.532,neg
October,0.0,90.0,10.0,222800.0,50.0,0.0,40.0,0.0,0.0,116.0,15.457142857142856,3.0095238095238095,31.400000000000002,?,37.5299987792969,21.2299995422363,7.0,?,?,?,?,?,223.610000610352,?,1947.532,neg
October,100.0,50.0,80.0,52600.0,0.0,10.0,30.0,0.0,0.0,116.0,15.457142857142856,3.0095238095238095,31.400000000000002,?,37.38,20.94,?,?,?,?,?,?,219.9201100751759,?,1947.532,neg
November,0.0,90.0,0.0,8400.0,20.0,40.0,0.0,0.0,0.0,107.99999999999999,13.047619047619051,3.995238095238096,92.7,0.83,37.72,20.94,5.0,1.25,0.340000003576279,0.280000001192093,0.0900000035762787,10.9700002670288,193.380004882813,8.17000007629395,8659.869,neg
November,10.0,20.0,0.0,12300.0,0.0,0.0,0.0,0.0,10.0,107.99999999999999,13.047619047619051,3.995238095238096,92.7,0.36,37.58,21.3,11.0,0.389999985694885,0.0299999993294477,0.25,0.0700000002980232,3.52999997138977,217.940002441406,8.25,8659.869,neg
November,10.0,30.0,20.0,23400.0,0.0,0.0,0.0,0.0,20.0,107.99999999999999,13.047619047619051,3.995238095238096,92.7,?,37.38,20.94,?,?,?,?,?,?,219.9201100751759,?,8659.869,neg
November,0.0,10.0,0.0,600.0,0.0,10.0,0.0,0.0,0.0,88.9,11.795238095238096,4.090476190476191,102.2,?,?,?,?,?,?,?,?,?,?,?,10720.204000000002,neg
November,0.0,30.0,0.0,1300.0,0.0,10.0,10.0,0.0,10.0,88.9,11.795238095238096,4.090476190476191,102.2,?,37.5,18.0100002288818,5.0,0.680000007152557,0.0299999993294477,1.79999995231628,0.0299999993294477,5.07999992370605,218.919998168945,8.1899995803833,10720.204000000002,neg
November,10.0,20.0,20.0,1500.0,0.0,0.0,0.0,0.0,10.0,88.9,11.795238095238096,4.090476190476191,102.2,?,?,?,?,?,?,?,?,?,?,?,10720.204000000002,neg
November,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,10.0,78.10000000000001,10.895238095238094,3.052380952380952,15.600000000000001,1.45,37.5,16.33,?,1.19000005722046,0.0900000035762787,1.82000005245209,0.209999993443489,2.85999989509583,231.339996337891,8.1899995803833,5052.675000000001,neg
November,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,78.10000000000001,10.895238095238094,3.052380952380952,15.600000000000001,?,37.44,16.37,?,?,?,?,?,?,227.02735925735558,8.19650555101231,5052.675000000001,neg
November,0.0,40.0,0.0,1100.0,0.0,10.0,30.0,0.0,0.0,78.10000000000001,10.895238095238094,3.052380952380952,15.600000000000001,?,37.5,18.0100002288818,5.0,0.680000007152557,0.0299999993294477,1.79999995231628,0.0299999993294477,5.07999992370605,218.919998168945,8.1899995803833,5052.675000000001,neg
December,0.0,0.0,10.0,2800.0,0.0,0.0,0.0,0.0,0.0,60.39999999999999,6.576190476190476,3.2809523809523813,139.8,?,37.44,16.37,?,?,?,?,?,?,227.02735925735558,8.19650555101231,3828.5550000000003,?
December,0.0,10.0,0.0,600.0,0.0,0.0,10.0,0.0,0.0,60.39999999999999,6.576190476190476,3.2809523809523813,139.8,1.45,37.5,16.33,?,1.19000005722046,0.0900000035762787,1.82000005245209,0.209999993443489,2.85999989509583,231.339996337891,8.1899995803833,3828.5550000000003,?
December,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,60.39999999999999,6.576190476190476,3.2809523809523813,139.8,1.66,37.7,16.78,4.0,0.540000021457672,0.150000005960464,1.64999997615814,0.119999997317791,4.67000007629395,227.770004272461,8.22000026702881,3828.5550000000003,neg
December,300.0,0.0,0.0,7800.0,0.0,0.0,0.0,0.0,0.0,69.2,5.114285714285714,3.1952380952380954,115.19999999999997,?,37.38,20.94,?,?,?,?,?,?,219.9201100751759,?,4888.654,?
December,110.0,10.0,0.0,2000.0,0.0,0.0,0.0,0.0,10.0,69.2,5.114285714285714,3.1952380952380954,115.19999999999997,?,37.939998626709,16.9899997711182,5.0,0.400000005960464,0.0599999986588955,1.9099999666214,0.0500000007450581,1.95000004768372,232.679992675781,8.27999973297119,4888.654,?
December,0.0,20.0,10.0,3400.0,0.0,0.0,0.0,0.0,0.0,69.2,5.114285714285714,3.1952380952380954,115.19999999999997,0.89,37.31,12.24,5.0,0.810000002384186,0.409999996423721,0.280000001192093,0.180000007152557,4.67999982833862,253.220001220703,8.25,4888.654,?
January,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,42.900000000000006,6.004761904761905,2.7857142857142856,74.19999999999999,?,37.5800018310547,11.3299999237061,4.0,0.490000009536743,1.48000001907349,6.88000011444092,0.109999999403954,6.71999979019165,259.470001220703,8.25,1797.498,neg
January,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,42.900000000000006,6.004761904761905,2.7857142857142856,74.19999999999999,?,?,?,?,?,?,?,?,?,?,?,1797.498,neg
January,10.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,42.900000000000006,6.004761904761905,2.7857142857142856,74.19999999999999,?,?,?,?,?,?,?,?,?,?,?,1797.498,?
February,50.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,83.6,5.019047619047619,3.123809523809523,81.4,1.14,36.86,9.85,4.0,1.26999998092651,1.25999999046326,10.5799999237061,0.200000002980232,6.28999996185303,275.109985351563,8.23999977111816,2852.378999999999,neg
February,40.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,83.6,5.019047619047619,3.123809523809523,81.4,0.73,37.32,10.43,1.5,1.44000005722046,0.980000019073486,15.1800003051758,0.230000004172325,7.46000003814697,268.850006103516,8.22000026702881,2852.378999999999,neg
February,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,5.019047619047619,3.123809523809523,81.4,0.58,36.32,10.01,4.0,0.709999978542328,0.970000028610229,15.6000003814697,0.180000007152557,7.82000017166138,275.549987792969,8.25,2852.378999999999,neg
March,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8,6.68095238095238,2.7238095238095235,65.8,0.68,38.07,9.32,5.0,0.469999998807907,0.219999998807907,1.75,0.0700000002980232,12.3500003814697,284.480010986328,8.25,3536.952,neg
March,30.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,82.8,6.68095238095238,2.7238095238095235,65.8,0.59,38.2,9.99,7.0,0.779999971389771,0.189999997615814,0.680000007152557,0.0500000007450581,11.2200002670288,280.019989013672,8.26000022888184,3536.952,neg
March,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8,6.68095238095238,2.7238095238095235,65.8,0.44,37.88,9.67,8.0,0.349999994039536,0.200000002980232,1.50999999046326,0.0599999986588955,7.98999977111816,286.269989013672,8.27000045776367,3536.952,neg
April,0.0,0.0,10.0,400.0,0.0,0.0,0.0,0.0,0.0,72.3,7.147619047619049,3.3666666666666667,131.5,?,36.8600006103516,10.4499998092651,16.0,0.610000014305115,0.25,7.26000022888184,0.0500000007450581,7.40999984741211,280.910003662109,8.22000026702881,5227.832999999999,neg
April,0.0,10.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,72.3,7.147619047619049,3.3666666666666667,131.5,0.24,37.32,10.43,13.0,1.82000005245209,0.150000005960464,8.39999961853027,0.0700000002980232,13.1899995803833,268.850006103516,8.19999980926514,5227.832999999999,neg
April,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,72.3,7.147619047619049,3.3666666666666667,131.5,0.33,36.86,9.85,14.0,1.04999995231628,0.180000007152557,10.3900003433228,0.129999995231628,14.0100002288818,275.109985351563,8.22000026702881,5227.832999999999,neg
April,350.0,40.0,30.0,9200.0,0.0,0.0,0.0,30.0,0.0,101.99999999999999,10.923809523809522,2.985714285714286,114.9,?,?,?,?,?,?,?,?,?,?,?,4888.509000000001,neg
April,200.0,10.0,10.0,4600.0,0.0,0.0,0.0,10.0,0.0,101.99999999999999,10.923809523809522,2.985714285714286,114.9,?,37.5099983215332,10.9300003051758,16.0,0.610000014305115,0.119999997317791,2.60999989509583,0.0500000007450581,6.6399998664856,270.640014648438,8.22000026702881,4888.509000000001,neg
April,70.0,0.0,0.0,5200.0,0.0,0.0,0.0,0.0,0.0,101.99999999999999,10.923809523809522,2.985714285714286,114.9,?,?,?,?,?,?,?,?,?,?,?,4888.509000000001,neg
